Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
1;31;3;1976;28;38;13;29;2
2;28;4;1976;36;31;42;48;37
3;12;5;1976;3;9;46;28;33
4;9;6;1976;2;49;43;12;38
5;28;7;1976;22;41;23;29;10
6;25;8;1976;41;7;22;30;16
7;1;9;1976;45;43;39;15;6
8;8;9;1976;33;4;35;21;10
9;15;9;1976;46;2;25;27;48
10;22;9;1976;23;32;35;29;44
11;29;9;1976;39;1;37;45;7
12;6;10;1976;42;45;31;6;47
13;13;10;1976;8;39;27;41;19
14;20;10;1976;46;37;10;31;25
15;27;10;1976;41;42;48;39;23
16;3;11;1976;5;29;16;12;28
17;10;11;1976;37;11;31;5;35
18;17;11;1976;9;23;35;12;46
19;24;11;1976;8;23;12;42;19
20;1;12;1976;29;34;30;20;31
21;8;12;1976;9;32;5;38;2
22;15;12;1976;13;19;9;16;27
23;22;12;1976;21;32;15;34;38
24;29;12;1976;2;38;23;26;28
25;5;1;1977;37;6;1;16;38
26;12;1;1977;7;20;44;5;8
27;19;1;1977;17;6;47;9;11
28;26;1;1977;46;15;16;44;34
29;2;2;1977;42;37;38;13;9
30;9;2;1977;43;21;35;26;24
31;16;2;1977;24;23;14;34;4
32;23;2;1977;27;26;20;39;2
33;2;3;1977;22;12;16;14;19
34;9;3;1977;35;48;18;21;43
35;16;3;1977;27;35;43;15;2
36;23;3;1977;29;2;38;11;13
37;30;3;1977;2;26;21;10;30
38;6;4;1977;33;32;16;4;28
39;13;4;1977;31;35;8;5;2
40;20;4;1977;45;29;11;15;49
41;27;4;1977;3;1;11;9;42
42;4;5;1977;4;10;23;22;43
43;11;5;1977;43;24;25;20;19
44;18;5;1977;11;35;32;39;14
45;25;5;1977;42;32;28;14;49
46;1;6;1977;6;8;34;3;31
47;8;6;1977;6;19;41;2;18
48;15;6;1977;13;11;41;1;25
49;22;6;1977;37;46;42;24;17
50;29;6;1977;21;13;16;30;7
51;6;7;1977;26;22;28;31;38
52;13;7;1977;8;27;42;13;39
53;20;7;1977;28;35;47;3;42
54;27;7;1977;45;12;28;34;25
55;3;8;1977;32;30;27;36;6
56;10;8;1977;27;31;19;37;21
57;17;8;1977;15;4;41;26;25
58;24;8;1977;44;5;6;33;42
59;31;8;1977;41;42;12;28;48
60;7;9;1977;40;46;5;18;10
61;14;9;1977;26;39;16;37;11
62;21;9;1977;17;46;38;23;25
63;28;9;1977;25;7;8;23;16
64;5;10;1977;2;15;30;7;8
65;12;10;1977;7;28;40;18;20
66;19;10;1977;16;13;7;48;23
67;26;10;1977;37;4;36;35;14
68;2;11;1977;20;45;3;32;34
69;9;11;1977;36;21;43;30;13
70;16;11;1977;19;28;15;35;22
71;23;11;1977;45;29;9;30;42
72;30;11;1977;12;23;26;21;32
73;7;12;1977;28;31;48;8;4
74;14;12;1977;37;18;48;19;13
75;21;12;1977;49;19;31;44;8
76;28;12;1977;19;14;21;32;46
77;4;1;1978;5;16;45;30;19
78;11;1;1978;35;46;47;7;23
79;18;1;1978;33;34;8;4;49
80;25;1;1978;29;49;33;10;12
81;1;2;1978;27;30;2;13;41
82;8;2;1978;10;36;25;47;35
83;15;2;1978;28;12;13;17;8
84;22;2;1978;27;10;26;48;36
85;1;3;1978;21;32;19;27;38
86;8;3;1978;27;7;39;3;31
87;15;3;1978;24;37;16;11;8
88;22;3;1978;20;30;44;17;27
89;29;3;1978;19;30;29;28;22
90;5;4;1978;1;47;11;12;2
91;12;4;1978;7;6;26;29;31
92;19;4;1978;31;27;35;46;24
93;26;4;1978;18;2;23;44;26
94;3;5;1978;13;49;29;22;23
95;10;5;1978;16;5;17;23;9
96;17;5;1978;46;23;16;6;37
97;24;5;1978;25;45;37;13;44
98;31;5;1978;36;15;10;4;29
99;7;6;1978;28;44;11;4;39
100;14;6;1978;25;18;33;4;16
101;21;6;1978;22;15;40;26;1
102;28;6;1978;31;38;6;14;35
103;5;7;1978;17;46;47;42;21
104;12;7;1978;46;27;17;44;26
105;19;7;1978;44;20;25;16;23
106;26;7;1978;14;17;23;38;11
107;2;8;1978;13;44;31;12;16
108;9;8;1978;2;39;1;4;27
109;16;8;1978;19;33;16;28;14
110;23;8;1978;27;34;14;28;38
111;30;8;1978;10;3;16;19;40
112;6;9;1978;18;32;12;11;34
113;13;9;1978;16;2;11;20;17
114;20;9;1978;27;12;32;34;6
115;27;9;1978;34;38;22;15;19
116;4;10;1978;16;42;26;38;9
117;11;10;1978;49;19;27;14;39
118;18;10;1978;27;40;26;43;37
119;25;10;1978;28;49;12;17;46
120;1;11;1978;9;3;33;48;32
121;8;11;1978;9;25;21;6;32
122;15;11;1978;2;45;37;24;27
123;22;11;1978;8;14;31;39;36
124;29;11;1978;11;39;43;29;16
125;6;12;1978;41;45;10;48;22
126;13;12;1978;9;36;11;45;39
127;20;12;1978;35;16;30;41;33
128;27;12;1978;32;29;33;45;6
129;3;1;1979;37;23;27;5;26
130;10;1;1979;37;23;5;26;27
131;17;1;1979;12;15;2;40;23
132;24;1;1979;32;22;25;41;23
133;31;1;1979;13;10;5;17;12
134;7;2;1979;9;38;40;34;32
135;14;2;1979;1;3;11;4;29
136;21;2;1979;11;5;16;42;9
137;28;2;1979;36;21;28;26;18
138;7;3;1979;36;2;20;28;1
139;14;3;1979;39;5;25;19;34
140;21;3;1979;28;13;21;12;27
141;28;3;1979;38;31;17;15;26
142;4;4;1979;29;42;37;8;20
143;11;4;1979;6;34;38;3;4
144;18;4;1979;3;31;32;40;28
145;25;4;1979;21;35;32;29;9
146;2;5;1979;28;36;41;38;37
147;9;5;1979;15;23;18;24;13
148;16;5;1979;42;3;20;34;26
149;23;5;1979;11;7;9;28;10
150;30;5;1979;29;38;19;39;25
151;6;6;1979;15;42;21;37;10
152;13;6;1979;26;3;42;35;34
153;20;6;1979;6;42;5;32;41
154;27;6;1979;12;3;32;22;41
155;4;7;1979;41;34;10;13;19
156;11;7;1979;10;30;14;4;32
157;18;7;1979;34;31;41;25;11
158;25;7;1979;9;31;36;1;13
159;1;8;1979;20;16;10;15;3
160;8;8;1979;23;20;36;26;11
161;15;8;1979;28;38;12;5;25
162;22;8;1979;27;28;25;14;29
163;29;8;1979;27;12;41;14;4
164;5;9;1979;31;26;40;15;24
165;12;9;1979;18;35;31;30;39
166;19;9;1979;6;9;38;34;37
167;26;9;1979;23;1;42;15;30
168;3;10;1979;5;16;35;26;4
169;10;10;1979;28;7;33;19;35
170;17;10;1979;41;15;7;11;28
171;24;10;1979;27;28;39;24;12
172;31;10;1979;5;17;6;8;20
173;7;11;1979;24;34;15;35;32
174;14;11;1979;11;32;13;41;19
175;21;11;1979;33;31;32;2;17
176;28;11;1979;41;34;21;22;40
177;5;12;1979;18;41;27;13;30
178;12;12;1979;19;10;30;28;25
179;19;12;1979;31;20;17;8;2
180;26;12;1979;27;26;23;40;35
181;2;1;1980;1;13;4;7;10
182;9;1;1980;14;27;24;25;32
183;16;1;1980;16;37;29;38;6
184;23;1;1980;28;42;25;2;10
185;30;1;1980;9;22;30;18;31
186;6;2;1980;15;36;20;19;27
187;13;2;1980;39;3;10;22;5
188;20;2;1980;20;38;33;13;23
189;27;2;1980;27;17;13;9;12
190;5;3;1980;19;20;7;23;39
191;12;3;1980;41;26;19;5;6
192;19;3;1980;24;39;28;11;9
193;26;3;1980;37;15;36;7;3
194;2;4;1980;9;3;8;4;24
195;9;4;1980;1;20;5;37;21
196;16;4;1980;20;1;19;12;8
197;23;4;1980;21;3;26;15;2
198;30;4;1980;31;11;26;5;35
199;7;5;1980;37;24;15;28;26
200;14;5;1980;3;33;37;28;19
201;21;5;1980;31;9;16;27;20
202;28;5;1980;3;35;11;17;40
203;4;6;1980;13;17;32;29;12
204;11;6;1980;36;25;5;38;32
205;18;6;1980;26;7;17;39;24
206;25;6;1980;19;34;2;41;25
207;2;7;1980;37;5;35;6;10
208;9;7;1980;24;31;42;35;39
209;16;7;1980;19;42;12;16;32
210;23;7;1980;39;11;41;22;36
211;30;7;1980;32;36;11;22;7
212;6;8;1980;27;12;41;28;36
213;13;8;1980;6;7;11;37;4
214;20;8;1980;24;26;28;41;5
215;27;8;1980;38;26;2;41;14
216;3;9;1980;40;23;6;29;35
217;10;9;1980;23;24;21;17;26
218;17;9;1980;39;3;25;17;5
219;24;9;1980;10;20;38;16;30
220;1;10;1980;17;10;1;9;40
221;8;10;1980;28;24;22;5;29
222;15;10;1980;18;29;2;23;12
223;22;10;1980;17;40;1;10;36
224;29;10;1980;9;30;1;3;32
225;5;11;1980;39;1;20;16;25
226;12;11;1980;21;12;7;5;40
227;19;11;1980;14;41;10;26;25
228;26;11;1980;6;13;23;9;37
229;3;12;1980;17;40;18;30;31
230;10;12;1980;18;12;4;3;6
231;17;12;1980;1;29;36;10;40
232;24;12;1980;24;12;17;22;4
233;31;12;1980;30;27;14;22;8
234;7;1;1981;38;36;18;13;3
235;14;1;1981;40;38;30;15;14
236;21;1;1981;42;38;26;23;6
237;28;1;1981;39;34;10;5;2
238;4;2;1981;40;26;17;10;5
239;11;2;1981;30;26;19;14;2
240;18;2;1981;32;31;23;14;10
241;25;2;1981;42;37;35;23;1
242;4;3;1981;41;27;20;12;9
243;11;3;1981;33;32;22;15;11
244;18;3;1981;35;26;24;9;6
245;25;3;1981;29;20;19;14;1
246;1;4;1981;42;41;34;26;12
247;8;4;1981;32;21;20;7;2
248;15;4;1981;33;30;28;19;16
249;22;4;1981;32;24;22;13;3
250;29;4;1981;36;29;18;10;2
251;6;5;1981;42;34;28;26;21
252;13;5;1981;40;36;30;13;3
253;20;5;1981;37;24;16;11;7
254;27;5;1981;38;22;21;11;10
255;3;6;1981;38;34;26;20;6
256;10;6;1981;30;27;24;5;3
257;17;6;1981;28;18;17;10;7
258;24;6;1981;40;34;23;7;2
259;1;7;1981;35;26;25;10;6
260;8;7;1981;29;27;25;7;5
261;15;7;1981;41;40;26;20;15
262;22;7;1981;35;34;31;13;4
263;29;7;1981;37;30;29;24;15
264;5;8;1981;36;30;8;5;1
265;12;8;1981;35;9;7;5;2
266;19;8;1981;40;34;23;20;5
267;26;8;1981;36;33;18;13;5
268;2;9;1981;42;35;34;30;9
269;9;9;1981;40;34;32;31;19
270;16;9;1981;36;34;31;28;18
271;23;9;1981;30;20;16;6;2
272;30;9;1981;31;26;17;15;1
273;7;10;1981;42;35;21;16;11
274;14;10;1981;41;21;16;15;11
275;21;10;1981;33;31;25;7;3
276;28;10;1981;40;37;33;25;14
277;4;11;1981;29;22;17;12;6
278;11;11;1981;32;23;21;17;15
279;18;11;1981;26;17;11;9;7
280;25;11;1981;25;24;16;9;6
281;2;12;1981;37;28;25;6;5
282;9;12;1981;42;41;36;16;12
283;16;12;1981;41;23;16;9;5
284;23;12;1981;42;38;33;23;21
285;30;12;1981;37;35;15;9;5
286;6;1;1982;34;30;20;6;3
287;13;1;1982;41;30;26;15;2
288;20;1;1982;26;25;15;3;1
289;27;1;1982;29;28;27;26;15
290;3;2;1982;37;33;29;27;21
291;10;2;1982;37;32;27;14;5
292;17;2;1982;40;38;31;13;9
293;24;2;1982;31;28;22;13;6
294;3;3;1982;36;35;30;4;2
295;10;3;1982;39;36;23;20;4
296;17;3;1982;37;33;14;6;4
297;24;3;1982;40;29;18;7;1
298;31;3;1982;38;32;23;11;7
299;7;4;1982;32;21;18;13;4
300;14;4;1982;40;23;16;12;8
301;21;4;1982;39;38;35;28;27
302;28;4;1982;40;35;23;17;14
303;5;5;1982;39;26;15;13;8
304;12;5;1982;37;10;4;3;1
305;19;5;1982;26;23;20;16;11
306;26;5;1982;42;26;19;18;9
307;2;6;1982;32;20;13;12;9
308;9;6;1982;33;30;29;18;17
309;16;6;1982;29;24;17;14;11
310;23;6;1982;41;30;29;24;21
311;30;6;1982;42;40;39;25;5
312;7;7;1982;21;13;11;10;3
313;14;7;1982;39;28;24;23;19
314;21;7;1982;29;19;15;13;9
315;28;7;1982;25;24;12;8;6
316;4;8;1982;37;32;20;17;3
317;11;8;1982;34;31;25;11;9
318;18;8;1982;37;33;28;20;5
319;25;8;1982;38;30;22;15;14
320;1;9;1982;34;15;13;6;5
321;8;9;1982;33;29;22;18;9
322;15;9;1982;42;32;31;10;6
323;22;9;1982;39;28;10;8;5
324;29;9;1982;31;25;24;14;6
325;6;10;1982;39;34;22;19;18
326;13;10;1982;39;16;12;6;4
327;20;10;1982;29;22;13;10;6
328;27;10;1982;38;32;10;6;4
329;3;11;1982;37;34;21;9;3
330;10;11;1982;30;14;12;11;8
331;17;11;1982;39;37;28;18;16
332;24;11;1982;19;16;12;9;3
333;1;12;1982;39;38;23;12;3
334;8;12;1982;41;33;26;17;8
335;15;12;1982;40;37;30;28;20
336;22;12;1982;41;37;34;18;13
337;29;12;1982;21;16;15;11;9
338;5;1;1983;40;39;29;8;5
339;12;1;1983;38;33;30;15;6
340;19;1;1983;41;39;33;27;2
341;26;1;1983;36;26;21;12;5
342;2;2;1983;38;27;17;8;1
343;9;2;1983;40;38;35;32;18
344;16;2;1983;29;22;15;12;10
345;23;2;1983;36;32;19;17;15
346;2;3;1983;34;27;20;10;2
347;9;3;1983;24;21;18;9;7
348;16;3;1983;32;31;30;24;3
349;23;3;1983;38;21;16;15;11
350;30;3;1983;29;20;19;13;10
351;6;4;1983;20;19;15;10;8
352;13;4;1983;33;30;23;18;12
353;20;4;1983;38;34;14;9;6
354;27;4;1983;34;21;16;14;2
355;4;5;1983;37;33;30;17;13
356;11;5;1983;38;26;22;6;4
357;18;5;1983;38;28;24;20;17
358;25;5;1983;30;24;22;20;15
359;1;6;1983;42;36;23;20;13
360;8;6;1983;39;36;34;21;15
361;15;6;1983;42;17;10;9;7
362;22;6;1983;35;23;18;16;6
363;29;6;1983;41;29;25;19;4
364;6;7;1983;34;31;23;14;3
365;13;7;1983;38;21;15;3;2
366;20;7;1983;35;26;6;3;1
367;27;7;1983;42;11;9;8;5
368;3;8;1983;31;29;22;5;3
369;10;8;1983;40;37;26;14;12
370;17;8;1983;36;35;30;15;6
371;24;8;1983;42;30;20;7;3
372;31;8;1983;35;13;10;9;1
373;7;9;1983;35;31;10;7;5
374;14;9;1983;31;29;23;22;12
375;21;9;1983;32;24;18;7;5
376;28;9;1983;29;18;11;10;6
377;5;10;1983;39;25;24;18;12
378;12;10;1983;38;30;28;20;3
379;19;10;1983;36;35;33;7;4
380;26;10;1983;42;37;17;11;9
381;2;11;1983;39;30;29;13;11
382;9;11;1983;33;20;18;7;2
383;16;11;1983;42;40;35;28;26
384;23;11;1983;37;22;16;9;2
385;30;11;1983;31;27;26;7;1
386;7;12;1983;20;16;13;6;4
387;14;12;1983;35;25;21;18;10
388;21;12;1983;42;35;8;6;4
389;28;12;1983;36;21;20;12;7
390;4;1;1984;40;30;25;15;8
391;11;1;1984;30;25;13;12;3
392;18;1;1984;38;37;21;15;3
393;25;1;1984;35;34;18;17;16
394;1;2;1984;41;39;34;9;5
395;8;2;1984;31;16;15;2;1
396;15;2;1984;33;19;8;5;2
397;22;2;1984;41;37;25;20;6
398;29;2;1984;40;36;32;14;6
399;7;3;1984;40;25;18;7;6
400;14;3;1984;42;41;40;29;11
401;21;3;1984;36;27;10;7;3
402;28;3;1984;36;30;26;25;22
403;4;4;1984;42;36;33;19;18
404;11;4;1984;36;34;27;11;10
405;18;4;1984;38;37;33;32;25
406;25;4;1984;37;36;33;31;20
407;2;5;1984;42;34;32;27;22
408;9;5;1984;37;26;22;16;11
409;16;5;1984;35;30;28;20;13
410;23;5;1984;41;34;14;5;1
411;30;5;1984;42;21;19;8;6
412;6;6;1984;29;23;21;20;2
413;13;6;1984;17;16;15;14;3
414;20;6;1984;40;29;22;21;15
415;27;6;1984;34;22;14;13;10
416;4;7;1984;27;19;18;6;3
417;11;7;1984;35;26;23;8;6
418;18;7;1984;39;23;13;10;2
419;25;7;1984;40;33;21;16;5
420;1;8;1984;32;31;25;20;17
421;8;8;1984;32;24;17;12;5
422;15;8;1984;42;32;18;16;11
423;22;8;1984;38;34;27;23;2
424;29;8;1984;42;35;29;16;10
425;5;9;1984;36;30;16;8;2
426;12;9;1984;37;26;18;4;3
427;19;9;1984;36;22;17;5;2
428;26;9;1984;39;19;16;15;7
429;3;10;1984;40;24;19;18;7
430;10;10;1984;42;37;28;26;18
431;17;10;1984;31;21;20;8;3
432;24;10;1984;29;24;22;19;4
433;31;10;1984;40;16;12;5;1
434;7;11;1984;39;35;32;25;13
435;14;11;1984;17;12;9;7;2
436;21;11;1984;41;35;23;14;3
437;28;11;1984;37;34;19;11;3
438;5;12;1984;32;25;13;9;3
439;12;12;1984;37;16;9;8;6
440;19;12;1984;42;27;15;7;1
441;26;12;1984;41;26;20;13;3
442;2;1;1985;42;36;19;5;2
443;9;1;1985;37;31;21;9;6
444;16;1;1985;17;14;9;4;1
445;23;1;1985;35;34;31;28;13
446;30;1;1985;33;31;28;25;5
447;6;2;1985;31;30;26;22;19
448;13;2;1985;27;16;12;10;2
449;20;2;1985;41;33;23;17;10
450;27;2;1985;24;23;7;6;3
451;6;3;1985;42;31;22;21;2
452;13;3;1985;34;30;29;15;6
453;20;3;1985;37;24;17;11;1
454;27;3;1985;39;38;29;26;14
455;3;4;1985;39;37;29;26;2
456;10;4;1985;42;39;31;30;10
457;17;4;1985;38;31;17;13;3
458;24;4;1985;41;30;6;5;1
459;1;5;1985;32;19;14;7;5
460;8;5;1985;27;19;18;9;4
461;15;5;1985;38;37;26;21;20
462;22;5;1985;34;33;30;19;12
463;29;5;1985;23;16;13;12;10
464;5;6;1985;37;21;13;11;1
465;12;6;1985;40;33;20;14;1
466;19;6;1985;29;23;22;19;5
467;26;6;1985;41;37;34;31;19
468;3;7;1985;41;27;18;9;8
469;10;7;1985;42;32;21;11;7
470;17;7;1985;21;20;18;11;1
471;24;7;1985;40;35;32;19;4
472;31;7;1985;42;27;14;13;10
473;7;8;1985;41;27;14;10;6
474;14;8;1985;32;23;20;11;4
475;21;8;1985;42;34;28;22;20
476;28;8;1985;38;28;25;18;8
477;4;9;1985;38;35;34;33;1
478;11;9;1985;41;23;17;8;4
479;18;9;1985;27;24;20;12;6
480;25;9;1985;33;30;5;3;2
481;2;10;1985;42;27;24;15;14
482;9;10;1985;27;17;12;11;7
483;16;10;1985;28;21;16;13;9
484;23;10;1985;40;36;13;10;4
485;30;10;1985;40;26;19;15;11
486;6;11;1985;34;28;26;21;15
487;13;11;1985;39;32;25;22;21
488;20;11;1985;34;20;12;4;3
489;27;11;1985;42;34;11;6;4
490;4;12;1985;40;38;36;23;13
491;11;12;1985;39;21;20;19;17
492;18;12;1985;29;27;26;25;15
493;25;12;1985;26;23;16;12;6
494;1;1;1986;39;21;19;15;1
495;8;1;1986;38;31;25;10;1
496;15;1;1986;42;33;5;4;1
497;22;1;1986;35;28;23;21;15
498;29;1;1986;34;32;28;10;8
499;5;2;1986;35;33;19;5;3
500;12;2;1986;38;10;8;5;2
501;19;2;1986;39;28;26;22;2
502;26;2;1986;35;25;20;18;7
503;5;3;1986;36;29;21;4;2
504;12;3;1986;36;27;18;11;6
505;19;3;1986;37;29;23;21;9
506;26;3;1986;32;28;12;7;6
507;2;4;1986;37;35;28;16;5
508;9;4;1986;32;31;30;24;17
509;16;4;1986;40;37;34;30;12
510;23;4;1986;42;39;25;7;1
511;30;4;1986;34;25;12;11;10
512;7;5;1986;19;16;15;6;1
513;14;5;1986;34;16;15;9;6
514;21;5;1986;18;13;5;4;2
515;28;5;1986;23;22;18;13;11
516;4;6;1986;29;15;11;9;8
517;11;6;1986;32;26;17;16;4
518;18;6;1986;34;31;28;27;1
519;25;6;1986;39;38;23;18;10
520;2;7;1986;37;36;23;7;1
521;9;7;1986;26;16;13;4;2
522;16;7;1986;35;32;27;14;4
523;23;7;1986;37;32;24;14;5
524;30;7;1986;40;26;17;15;13
525;6;8;1986;38;20;19;13;7
526;13;8;1986;38;36;27;8;5
527;20;8;1986;42;34;31;25;6
528;27;8;1986;42;36;26;8;7
529;3;9;1986;42;35;24;23;6
530;10;9;1986;39;37;22;18;16
531;17;9;1986;32;22;18;17;4
532;24;9;1986;31;13;12;6;1
533;1;10;1986;42;38;28;27;18
534;8;10;1986;31;29;23;20;16
535;15;10;1986;30;28;15;14;11
536;22;10;1986;36;32;19;8;4
537;29;10;1986;41;30;26;14;3
538;5;11;1986;37;36;18;16;3
539;12;11;1986;28;27;20;15;14
540;19;11;1986;28;23;10;9;5
541;29;11;1986;41;38;23;12;11
542;3;12;1986;37;29;25;14;10
543;10;12;1986;42;34;31;24;18
544;17;12;1986;42;40;33;25;1
545;24;12;1986;37;36;28;12;11
546;31;12;1986;28;24;18;13;9
547;7;1;1987;32;25;22;16;14
548;14;1;1987;39;38;12;11;7
549;21;1;1987;39;34;32;24;19
550;28;1;1987;28;14;8;3;1
551;4;2;1987;35;22;18;14;6
552;11;2;1987;33;29;26;22;6
553;18;2;1987;31;16;5;3;2
554;25;2;1987;29;12;10;3;1
555;4;3;1987;31;25;23;21;14
556;11;3;1987;41;30;26;23;16
557;18;3;1987;35;24;23;12;11
558;25;3;1987;40;28;26;23;12
559;1;4;1987;41;31;29;24;1
560;8;4;1987;21;19;14;4;2
561;15;4;1987;36;33;32;26;4
562;22;4;1987;35;17;11;10;7
563;29;4;1987;26;10;6;3;1
564;6;5;1987;36;35;18;11;4
565;13;5;1987;28;24;15;13;1
566;20;5;1987;35;27;20;14;2
567;27;5;1987;33;25;11;8;3
568;3;6;1987;39;38;35;31;19
569;10;6;1987;40;30;25;22;21
570;17;6;1987;34;32;19;8;7
571;24;6;1987;38;37;27;12;4
572;1;7;1987;27;18;15;11;9
573;8;7;1987;26;20;17;5;4
574;15;7;1987;33;31;27;20;17
575;22;7;1987;18;17;15;8;3
576;29;7;1987;38;32;25;7;2
577;5;8;1987;42;31;26;15;10
578;12;8;1987;36;30;26;22;5
579;19;8;1987;28;25;15;10;3
580;26;8;1987;39;38;16;11;5
581;2;9;1987;26;25;21;18;14
582;9;9;1987;23;22;20;15;8
583;16;9;1987;40;30;28;10;9
584;23;9;1987;29;20;15;4;2
585;30;9;1987;42;34;17;3;2
586;7;10;1987;39;32;20;10;2
587;14;10;1987;40;31;24;12;6
588;21;10;1987;36;29;18;15;3
589;28;10;1987;31;16;13;10;4
590;4;11;1987;40;35;28;25;22
591;11;11;1987;40;31;26;25;3
592;18;11;1987;38;17;9;6;4
593;25;11;1987;24;18;17;16;8
594;2;12;1987;32;21;20;14;9
595;9;12;1987;37;25;21;9;2
596;16;12;1987;37;28;25;24;10
597;23;12;1987;34;30;17;13;6
598;30;12;1987;35;28;22;6;1
599;6;1;1988;37;34;28;6;1
600;13;1;1988;37;36;29;27;13
601;20;1;1988;41;40;31;10;2
602;27;1;1988;35;31;22;18;16
603;3;2;1988;27;14;10;7;3
604;10;2;1988;41;34;32;7;4
605;17;2;1988;41;17;16;12;4
606;24;2;1988;32;29;25;2;1
607;2;3;1988;36;33;30;28;10
608;9;3;1988;29;27;17;12;4
609;19;3;1988;37;26;24;5;4
610;23;3;1988;38;31;24;7;2
611;30;3;1988;40;28;27;22;21
612;6;4;1988;42;10;9;5;2
613;13;4;1988;41;40;31;29;18
614;20;4;1988;33;19;18;13;6
615;27;4;1988;41;37;36;30;7
616;4;5;1988;34;22;20;3;2
617;11;5;1988;36;35;33;11;9
618;18;5;1988;38;26;19;12;11
619;25;5;1988;39;37;31;24;8
620;1;6;1988;34;32;26;18;4
621;8;6;1988;40;33;31;7;1
622;15;6;1988;26;25;12;2;1
623;22;6;1988;35;22;16;15;5
624;29;6;1988;32;30;29;28;24
625;6;7;1988;34;31;8;4;2
626;13;7;1988;35;21;15;7;2
627;20;7;1988;29;25;21;15;11
628;27;7;1988;35;16;4;3;2
629;3;8;1988;37;28;24;17;7
630;10;8;1988;42;28;20;15;1
631;17;8;1988;27;21;13;11;8
632;24;8;1988;36;35;32;18;10
633;31;8;1988;28;26;25;6;4
634;7;9;1988;30;26;19;5;3
635;14;9;1988;29;27;21;16;7
636;21;9;1988;42;30;16;13;6
637;28;9;1988;41;36;26;12;6
638;5;10;1988;29;25;19;18;13
639;12;10;1988;34;26;17;10;4
640;19;10;1988;39;28;24;13;4
641;26;10;1988;29;22;20;19;17
642;2;11;1988;29;23;22;10;8
643;9;11;1988;40;37;28;21;4
644;16;11;1988;33;26;9;8;5
645;23;11;1988;41;27;17;9;1
646;30;11;1988;33;28;7;6;2
647;7;12;1988;28;27;22;20;17
648;14;12;1988;33;28;26;19;16
649;21;12;1988;35;31;21;16;2
650;28;12;1988;41;39;35;17;1
651;4;1;1989;33;24;23;17;6
652;11;1;1989;39;37;22;15;7
653;18;1;1989;32;29;27;5;4
654;25;1;1989;42;40;21;19;15
655;1;2;1989;30;26;20;13;10
656;8;2;1989;38;34;31;12;5
657;15;2;1989;27;22;19;14;6
658;22;2;1989;41;38;27;19;6
659;1;3;1989;28;22;8;5;3
660;8;3;1989;42;18;12;9;2
661;15;3;1989;41;35;10;3;2
662;22;3;1989;26;25;21;18;10
663;29;3;1989;34;32;28;3;2
664;5;4;1989;30;18;17;11;2
665;12;4;1989;28;24;23;13;10
666;19;4;1989;30;28;23;18;6
667;26;4;1989;25;19;10;7;6
668;3;5;1989;37;19;16;11;1
669;10;5;1989;37;35;34;17;8
670;17;5;1989;40;25;20;11;5
671;24;5;1989;41;40;30;20;16
672;31;5;1989;38;27;23;12;11
673;7;6;1989;39;23;8;7;2
674;14;6;1989;42;36;25;21;9
675;21;6;1989;36;31;7;4;2
676;28;6;1989;33;30;22;11;5
677;5;7;1989;42;39;26;24;19
678;12;7;1989;27;20;18;6;4
679;19;7;1989;36;33;29;24;10
680;26;7;1989;41;35;23;14;6
681;2;8;1989;35;33;14;13;12
682;9;8;1989;24;23;22;19;6
683;16;8;1989;36;23;21;20;16
684;23;8;1989;38;27;24;18;6
685;30;8;1989;40;33;26;15;9
686;6;9;1989;42;37;28;18;12
687;13;9;1989;37;34;32;30;16
688;20;9;1989;24;22;19;6;5
689;27;9;1989;30;29;15;14;10
690;11;10;1989;34;31;23;6;5
691;18;10;1989;29;28;26;21;16
692;25;10;1989;38;36;26;20;11
693;1;11;1989;32;17;16;15;6
694;8;11;1989;40;36;21;8;5
695;15;11;1989;36;31;26;13;9
696;22;11;1989;27;17;12;5;2
697;29;11;1989;30;22;9;8;1
698;6;12;1989;32;27;21;16;11
699;13;12;1989;41;34;28;11;1
700;20;12;1989;40;39;26;17;8
701;27;12;1989;42;28;21;15;8
702;3;1;1990;34;26;23;19;17
703;10;1;1990;33;26;24;21;9
704;17;1;1990;32;31;27;8;2
705;24;1;1990;24;19;9;7;6
706;31;1;1990;41;38;32;24;23
707;7;2;1990;40;37;34;33;3
708;14;2;1990;39;34;33;24;2
709;21;2;1990;35;22;18;8;5
710;28;2;1990;36;34;32;24;22
711;7;3;1990;30;28;25;22;10
712;14;3;1990;15;8;4;3;2
713;21;3;1990;42;39;34;22;16
714;28;3;1990;35;34;29;24;23
715;4;4;1990;31;30;28;15;13
716;11;4;1990;30;25;19;7;6
717;18;4;1990;39;26;20;4;2
718;25;4;1990;38;34;31;17;16
719;2;5;1990;35;33;20;9;5
720;9;5;1990;33;19;17;16;15
721;16;5;1990;39;30;25;16;13
722;23;5;1990;31;29;27;21;18
723;30;5;1990;41;33;18;17;8
724;6;6;1990;41;33;20;17;1
725;13;6;1990;36;34;20;17;12
726;20;6;1990;40;36;17;5;4
727;27;6;1990;36;33;21;16;15
728;4;7;1990;41;19;10;8;3
729;11;7;1990;27;22;17;4;2
730;18;7;1990;31;25;18;15;9
731;25;7;1990;38;30;24;21;16
732;1;8;1990;40;30;29;18;7
733;8;8;1990;39;27;26;19;2
734;15;8;1990;39;33;27;2;1
735;22;8;1990;38;28;17;7;3
